DataHora ; Protocolo ; IP_Origem ; Porta_Origem ; IP_Destino ; Porta_Destino ; Tamanho
DataHora ; Protocolo ; IP_Origem ; Porta_Origem ; IP_Destino ; Porta_Destino ; Tamanho
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:10 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:11 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 41222 ; 172.31.66.1 ; 5001 ; 1502
2025-06-18 19:21:12 ; UDP ; 172.31.66.101 ; 12337 ; 172.31.66.1 ; 12851 ; 84
